item,category,prediction,correct,prediction_proba
In The Style exclusive stripe volume sleeve shirt in multi,apparel_accessories,apparel_accessories,TRUE,0.9053276629
Petite Cream Brushed Rib Cardigan,other,other,TRUE,0.905376558
Luxury Ultra Thin Transparent Plating TPU Soft Case for Iphone XR Xs Max 11 11Pro 11Promax 876 Plus,other,other,TRUE,0.9054110494
Single Swinging Rattan Egg Chair with Cushions In Grey,home_garden_furniture,home_garden_furniture,TRUE,0.9054167156
Pink Mini Suit Skirt,apparel_accessories,apparel_accessories,TRUE,0.9054176483
Essie Nail Polish - 426 Playing Koi Burnt Orange,other,other,TRUE,0.9050229627
Dickies 872 slim fit work pant in grey,apparel_accessories,apparel_accessories,TRUE,0.9054257561
Charcoal Grey Soft Plush Faux Fur Belted Midi Coat,apparel_accessories,apparel_accessories,TRUE,0.9050008797
iPhone 8 - 64GB - Silver - Grade A,other,other,TRUE,0.9049410053
Track&Trace - DHL - Home Delivery,home_garden_furniture,home_garden_furniture,TRUE,0.9045772205
Hugo Boss BOSS The Scent eau de toilette for Women 100 ml,other,other,TRUE,0.9045904994
Swiss Dot Tie Back Surplice Neck Crop Blouse,apparel_accessories,apparel_accessories,TRUE,0.90460721
Elizabeth Arden Green Tea Lavender eau de toilette prov för Kvinnor 1 ml,other,other,TRUE,0.9046246989
adidas black & white gazelle trainers toddler UK 6,other,other,TRUE,0.9046354204
Colgate Max White Toothpaste 100ml,other,other,TRUE,0.9046459307
x2 A.S. Creation AS Creation Zig Zag Stripe Pattern Wallpaper Non Woven Embossed 939431,home_garden_furniture,home_garden_furniture,TRUE,0.9047520873
Girls Pocket Patched Button Up Skinny Jeans,apparel_accessories,apparel_accessories,TRUE,0.9048826376
Arledge Coffee Table with Storage,home_garden_furniture,home_garden_furniture,TRUE,0.9049053761
Munday Coffee Table with Storage,home_garden_furniture,home_garden_furniture,TRUE,0.9049053761
Simlai Coffee Table with Storage,home_garden_furniture,home_garden_furniture,TRUE,0.9049053761
Macalla Coffee Table with Storage,home_garden_furniture,home_garden_furniture,TRUE,0.9049053761
Maumelle Coffee Table with Storage,home_garden_furniture,home_garden_furniture,TRUE,0.9049053761
ASOS DESIGN lounge pyjama short in burgundy velour fabric with branded waistband,apparel_accessories,apparel_accessories,TRUE,0.9049099201
Artificial Yucca Plant - Green,home_garden_furniture,home_garden_furniture,TRUE,0.9049214381
Mini Hematite Polished Tumblestone Healing Crystals,other,other,TRUE,0.9049987717
Zebra Print Knitted Dress,apparel_accessories,apparel_accessories,TRUE,0.9064065884
High Waist Two Tone Mom Jeans,apparel_accessories,apparel_accessories,TRUE,0.9054327471
Happy Birthday Silver Candle Set,home_garden_furniture,home_garden_furniture,TRUE,0.9054566258
3D Owl Animal RGB LED Night Light 7 Color Change Bedroom Table Desk Lamp with Remote Controller Kids Christmas Gifts,home_garden_furniture,home_garden_furniture,TRUE,0.906016319
Bare by Vogue Self Tan Eraser,other,other,TRUE,0.9060173476
Bershka wide leg linen trouser in sand,apparel_accessories,apparel_accessories,TRUE,0.9060508292
Copenhagen Upholstered Ottoman TV Bed Mid Grey - Super King Size Bed Frame Only,home_garden_furniture,home_garden_furniture,TRUE,0.9060931211
Revolution Skincare Aloe Vera & Water Lily Soothing Face Mask,other,other,TRUE,0.9061250265
MAN Signature Embroidered Suedette Cap,apparel_accessories,apparel_accessories,TRUE,0.9061295485
PRO.conceal HD High Definition Concealer 8g 8g,other,other,TRUE,0.9061499893
Sally Hansen Good Kind Pure Nail Polish - Pomegranate Punch,other,other,TRUE,0.9061961668
x1 Pokemon Galar Collection Box: ZAMAZENTA V Scorbunny Red,other,other,TRUE,0.9062035389
ASOS Weekend Collective oversized jogger with logo in grey marl,apparel_accessories,apparel_accessories,TRUE,0.906245304
x3 Arthouse Malmo Retro Leaf Flat Surface Paper Stripe Pattern Ochre Wallpaper,home_garden_furniture,home_garden_furniture,TRUE,0.9062551364
1 x 19740750 - Tinted self-tanning lotion 10 minutes - TEN MINUTE TAN - Unique,other,other,TRUE,0.906275163
Sarmiento Metal Wooden Folding Chair,home_garden_furniture,home_garden_furniture,TRUE,0.9063017471
"Thick 20"" 1 Piece Straight Ombre Clip In Hair Extensions",other,other,TRUE,0.9063158993
Nike black & white wearallday trainers UK 6,apparel_accessories,apparel_accessories,TRUE,0.9063292328
Recycled Balloon Sleeve Cardigan with V-Neck,apparel_accessories,apparel_accessories,TRUE,0.905995385
Cream Borg Zip Front Oversized Sweater,apparel_accessories,apparel_accessories,TRUE,0.9054457775
Gardenia Window Mirror - Small (June delivery),home_garden_furniture,home_garden_furniture,TRUE,0.9059172408
Alfreda Folding Dining Set with 4 Chairs,home_garden_furniture,home_garden_furniture,TRUE,0.9058922725
Gymshark Camo Seamless Leggings - Black - Extra Small,apparel_accessories,apparel_accessories,TRUE,0.9054658642
LARQ SELF-CLEANING WATER BOTTLE,other,other,TRUE,0.9054781407
Sheer Highlighter Brush 1 pcs,other,other,TRUE,0.9055039953
"Dining table, ADENA, concrete effect, 150x90",home_garden_furniture,home_garden_furniture,TRUE,0.9055399453
x2 Nuby Baby Weaning Spoons,home_garden_furniture,home_garden_furniture,TRUE,0.9055474409
Super Thick 22 5 Piece Crimped Wavy Clip In Hair Extensions,other,other,TRUE,0.9055508341
Power Bullet Matte Lipstick - Girls Trip,other,other,TRUE,0.9055699654
CHANEL Le Volume De Chanel Waterproof Mascara 6g 10 Noir,other,other,TRUE,0.9056687905
Gold Hoop Earrings - Cuidado,apparel_accessories,apparel_accessories,TRUE,0.905671435
Ribbed Collar Long Sleeve Top,apparel_accessories,apparel_accessories,TRUE,0.9057076666
Annika Dropleaf Dining Table in Natural & White,home_garden_furniture,home_garden_furniture,TRUE,0.9057821449
x1 Pokemon SM Cosmic Eclipse 167/236 Eevee Condition: Mint / Near Mint,other,other,TRUE,0.9058347559
Button Up Ruffle Blouse,apparel_accessories,apparel_accessories,TRUE,0.905867259
dr martens black moby ii trainers toddler UK 7,other,other,TRUE,0.9058678296
dr martens black moby ii trainers toddler UK 9,other,other,TRUE,0.9058678296
Bellamy 3 Piece Floating Shelf Set,home_garden_furniture,home_garden_furniture,TRUE,0.9059087905
BIRKENSTOCK brown madrid sandals UK 8,apparel_accessories,apparel_accessories,TRUE,0.9082325033
Vila metallic spot pyjama cami top,apparel_accessories,apparel_accessories,TRUE,0.9082391259
Alexandria Geometric 2 Piece Coffee Table Set,home_garden_furniture,home_garden_furniture,TRUE,0.9082705619
Pour Moi Fuller Bust Energy mesh sports bra in blackand lime,apparel_accessories,apparel_accessories,TRUE,0.9106707631
Plus Tie Dye Mesh Bodysuit,apparel_accessories,apparel_accessories,TRUE,0.9106748944
Gold Metallic Frame 30x40cm,home_garden_furniture,home_garden_furniture,TRUE,0.9106869512
ASOS DESIGN mix & match oversized sweatshirt with chunky rib in red co-ord,apparel_accessories,apparel_accessories,TRUE,0.910692808
Tent Carpet - Large,home_garden_furniture,home_garden_furniture,TRUE,0.9107112861
vans white & red classic slip-on platform trainers UK 4,apparel_accessories,apparel_accessories,TRUE,0.9107309697
Copper Frame 50x70 cm,home_garden_furniture,home_garden_furniture,TRUE,0.9107732173
PRO / BASE Full Coverage Concealer #186,other,other,TRUE,0.9107903269
Plus Solid Ribbed Crop Tank Top,apparel_accessories,apparel_accessories,TRUE,0.9107932175
schuh black drew chelsea boots UK 8,apparel_accessories,apparel_accessories,TRUE,0.910804791
Pink Butterfly Small (P 13x18 cm) Poster,home_garden_furniture,home_garden_furniture,TRUE,0.9108254101
dr martens black romi trainers junior UK 12,apparel_accessories,apparel_accessories,TRUE,0.9108497582
Pokemon Booster Box (36 packs) - Sword and Shield Battle Styles,other,other,TRUE,0.9108531531
Silica Gel Marble Pattern Handle Facial Sheet Brush,other,other,TRUE,0.9108611184
Jamaican Black Castor Oil Strengthen & Restore Leave in Conditioner 454g,other,other,TRUE,0.9109285661
Girls cream stripe t-shirt & shorts outfit 5-6 Yrs Cream,apparel_accessories,apparel_accessories,TRUE,0.9106329209
Makeup Obsession Cosmic Crystals Glitter Eyeliner Chase,other,other,TRUE,0.9109476608
Noisy May denim mom shorts in blue,apparel_accessories,apparel_accessories,TRUE,0.9105640793
Candle Holder The Knot of Friendship 1938,home_garden_furniture,home_garden_furniture,TRUE,0.9105285595
x1 Pokemon Sun  Moon Promo SM210 Moltres  Zapdos  Articuno GX TAG TEAM Condition: Mint / Near Mint,other,other,TRUE,0.9101910951
"Silentnight Atlanta 1000 Mirapocket Mattress, Superking",home_garden_furniture,home_garden_furniture,TRUE,0.9102153585
Camel Roll Neck Knit Bodysuit,apparel_accessories,apparel_accessories,TRUE,0.9102409331
schuh black khan chelsea leather boots UK 11,apparel_accessories,apparel_accessories,TRUE,0.9102572353
Peach Missguided Oversized Sweatshirt,apparel_accessories,apparel_accessories,TRUE,0.9102679672
Cameo Rose Black Dogtooth Shacket,other,other,TRUE,0.9102767256
Pink knit half zip cleated runner trainers 6 Pink,apparel_accessories,apparel_accessories,TRUE,0.9102807115
Polka Dot Phone Case With Pop-Out Phone Grip,other,other,TRUE,0.9102915278
SAMPLE - Deluxe Matte Revolution Lipstick Walk of No Shame,other,other,TRUE,0.9103388574
schuh white tallulah chunky gladiator sandals UK 8,apparel_accessories,apparel_accessories,TRUE,0.9103650007
Blue Amelie super skinny jeans 12R Blue,apparel_accessories,apparel_accessories,TRUE,0.910369641
Morphe Sweet Oasis 6-Piece Eye Brush Set,other,other,TRUE,0.9104105848
Khaki Crinkle Rib Puff Shoulder Long Sleeve Bodycon Dress,apparel_accessories,apparel_accessories,TRUE,0.9104683462
Curves White J'Adore Lips Logo T-Shirt,apparel_accessories,apparel_accessories,TRUE,0.9104700991
White Faux Pearl Embellished Poplin Shirt,apparel_accessories,apparel_accessories,TRUE,0.9104972064
Girls yellow 'Feel good' cropped T-shirt 7-8 Yrs Yellow,apparel_accessories,apparel_accessories,TRUE,0.9105499824
Halfords - Click and Collect White City,other,other,TRUE,0.9101871237
schuh brown nixon chelsea boot boots UK 11,apparel_accessories,apparel_accessories,TRUE,0.9109591764
Charlotte Tilbury Airbrush Flawless Finish Powder 8g Tan,other,other,TRUE,0.9109690489
Wide Band Waist Cropped Sports Leggings,apparel_accessories,apparel_accessories,TRUE,0.9115576711
ebonie n ivory volume sleeve body with tie front in tonal floral,apparel_accessories,apparel_accessories,TRUE,0.9115672046
Lettuce Trim Crop Tank Top,apparel_accessories,apparel_accessories,TRUE,0.9115841994
Tall Tie Front Top And Maxi Skirt Co-ord,apparel_accessories,apparel_accessories,TRUE,0.9115918349
Side Slit Midi Dress,apparel_accessories,apparel_accessories,TRUE,0.9116312583
Technic Make Up Brush Cleaner,other,other,TRUE,0.9116723255
Makeup Sponges - 2 pack,other,other,TRUE,0.911680772
Paper Dolls tailored bardot jumpsuit with exaggerated sleeve in black,apparel_accessories,apparel_accessories,TRUE,0.911729074
New Neutral Satin Matte Lipstick Stripped,other,other,TRUE,0.9117411459
White Lace Up Trainers,apparel_accessories,apparel_accessories,TRUE,0.911744753
Clip-In Hair Extensions - Superior Set,other,other,TRUE,0.9118207878
KNIT TOP WITH STRAPS,apparel_accessories,apparel_accessories,TRUE,0.9118247736
Plus Western Denim Jacket,apparel_accessories,apparel_accessories,TRUE,0.9118448423
ASOS DESIGN mix & match tailored suit blazer,apparel_accessories,apparel_accessories,TRUE,0.9118888293
New flow sweater top 2-3 years,apparel_accessories,apparel_accessories,TRUE,0.9119076523
LEGGINGS WITH METAL BUTTON,apparel_accessories,apparel_accessories,TRUE,0.911525809
Minimal Pink Shock Case - iPhone XR / 11,other,other,TRUE,0.9109689927
Detangle Me! Detangling Hair Brush Pink,other,other,TRUE,0.9115174578
Poolside Glam - iPhone X / XS / Tough,other,other,TRUE,0.9115041454
Rainbow Pattern iPhone Case,other,other,TRUE,0.9110168013
White Poplin Puff Sleeve Ribbed T-Shirt,apparel_accessories,apparel_accessories,TRUE,0.9110541399
Daisy Street relaxed t-shirt with crystals print,apparel_accessories,apparel_accessories,TRUE,0.9110965228
Brave Soul birkin striped t-shirt in white and red,apparel_accessories,apparel_accessories,TRUE,0.9111458317
lelli kelly black lily trainers junior UK 13,apparel_accessories,apparel_accessories,TRUE,0.9111621645
"Super Thick 16"" 5 Piece Blow Dry Wavy Clip In Hair Extensions",other,other,TRUE,0.9111988753
Urban Decay Naked Wild West Eyeshadow Palette,other,other,TRUE,0.9112291857
nike blue kawa slide sandals toddler UK 5.5,other,other,TRUE,0.9112856732
nike blue kawa slide sandals toddler UK 9.5,other,other,TRUE,0.9112856732
MAC Love Me Lipstick - Vanity Bonfire,other,other,TRUE,0.9113041814
White off shoulder pearl buckle shirt 12 White,apparel_accessories,apparel_accessories,TRUE,0.911368018
T-SHIRT - OFF WHITE / PINK - L,apparel_accessories,apparel_accessories,TRUE,0.9113807569
New Look snake print v-shaped bikini bottoms in bright yellow,apparel_accessories,apparel_accessories,TRUE,0.9114125263
Full Cover Camouflage Concealer C12 8.5ml,other,other,TRUE,0.9114251124
Square Neck Smocked Blouse,apparel_accessories,apparel_accessories,TRUE,0.9114266383
Grey Borg Zip Through Jacket,apparel_accessories,apparel_accessories,TRUE,0.9115120986
COLLUSION hoodie in black,apparel_accessories,apparel_accessories,TRUE,0.9101577351
3 Tier Folding Plant Stand,home_garden_furniture,home_garden_furniture,TRUE,0.9101493096
x1 Grandeco Elune Circle Pattern Dots Textured Non Woven Wallpaper EN3001 Sample Request,home_garden_furniture,home_garden_furniture,TRUE,0.9101126895
blowfish malibu brown leeds b vegan sandals UK 4,apparel_accessories,apparel_accessories,TRUE,0.9089322664
Brave Soul ribbed v neck jumper in camel,apparel_accessories,apparel_accessories,TRUE,0.9089353658
Black Dalmatian Print Milkmaid A Line Mini Dress,apparel_accessories,apparel_accessories,TRUE,0.908945715
"Moss Laundry Basket, Black",home_garden_furniture,home_garden_furniture,TRUE,0.908967722
x3 Arthouse 3D Decorative Panelled Flourish Design Square Panels Wallpaper 942503,home_garden_furniture,home_garden_furniture,TRUE,0.9089860669
Nike Bootie Set Infant,other,other,TRUE,0.9090025299
Light Grey Marl Oversized T-Shirt,apparel_accessories,apparel_accessories,TRUE,0.9090258796
Storage Basket 36 cm,home_garden_furniture,home_garden_furniture,TRUE,0.9090500577
Flower Pattern iPhone Case,other,other,TRUE,0.9090718849
Vancouver 5 Seater Rattan Garden Furniture Set In Brown - Brown with Rain Cover,home_garden_furniture,home_garden_furniture,TRUE,0.909105038
adidas Originals Falcon trainers in triple white,apparel_accessories,apparel_accessories,TRUE,0.9091063533
Baby Pink Borg Sleeveless Crop Top - 6 / PINK,apparel_accessories,apparel_accessories,TRUE,0.9091292656
havaianas black slim sparkle sandals UK 3/4,apparel_accessories,apparel_accessories,TRUE,0.9091331167
Tall Stone Low Back Corset Detail Bodycon Dress,apparel_accessories,apparel_accessories,TRUE,0.9091496076
Mallows Mango And Passionfruit Candle,home_garden_furniture,home_garden_furniture,TRUE,0.909185915
Petite Cream Mesh Ruched Bodycon Dress,apparel_accessories,apparel_accessories,TRUE,0.9088668283
Revolution Skincare X Jake Jamie Avocado Face Mask,other,other,TRUE,0.9092424482
Shea Moisture Jamaican Black Castor Oil Rinse Out Conditioner 369g,other,other,TRUE,0.9088519743
Premium Holster Zipper Leather Wallet Up Flip Slim Card Slots Shockproof Folio Defender Shell Magnetic Clasp Kickstand Holder for iPhone 5 5S SE 6/6S/7/8 Plus X XS Max XR/Samsung Galaxy S8/S8 Plus/S9/S9 Plus S10 S10Plus S10e,other,other,TRUE,0.9087564762
BaByliss Platinum Diamond Paddle Brush,other,other,TRUE,0.9083415763
899412OB 3 TURQ BASKET W,home_garden_furniture,home_garden_furniture,TRUE,0.9083539523
Plus Basic Scoop Neck Vest and T-Shirt 2 Pack,apparel_accessories,apparel_accessories,TRUE,0.9083573549
Organic Detox Shampoo & Conditioner - 500 ml,other,other,TRUE,0.9083660164
Mini girls pink 'Love' print t-shirt 3-4 Yrs Pink,apparel_accessories,apparel_accessories,TRUE,0.9083931813
Lacoste Sport Polo T Shirt Blue,apparel_accessories,apparel_accessories,TRUE,0.9084311584
Nina Wingback Bed - Double / Chennile / Steel,home_garden_furniture,home_garden_furniture,TRUE,0.9084957438
Miss Selfridge patch pocket ponte blazer in black,apparel_accessories,other,TRUE,0.9085047676
Skull Vintage (P 21x30 cm),home_garden_furniture,home_garden_furniture,TRUE,0.9085118258
Vintage Octopus (P 21x30 cm),home_garden_furniture,home_garden_furniture,TRUE,0.9085118258
Vans black & white era polka dot trainers UK 6,apparel_accessories,apparel_accessories,TRUE,0.9085318183
Exo Terra Daytime Heat Lamp 25W,home_garden_furniture,home_garden_furniture,TRUE,0.9085924404
adidas white & silver superstar trainers toddler UK 8,other,other,TRUE,0.908696795
adidas white & silver superstar trainers toddler UK 6,other,other,TRUE,0.908696795
Wild Blaze - iPhone 12 / Tough,other,other,TRUE,0.9087394266
Downland Bedding ClusterBall Fibre Pillows: Four,home_garden_furniture,home_garden_furniture,TRUE,0.9087906302
